mr1_before,mr2_before,sia_before,urban_frac,female_frac,sylhet_share,rangpur_share,dhaka_share,mean_cfr_mult,mean_r0_mult,young_infant_share,div_Dhaka,div_Chattogram,div_Khulna,div_Rajshahi,div_Rangpur,div_Barishal,div_Sylhet,div_Mymensingh,det_label,cvar_label,cvar_label_indep,cpd_mean_sms_reminder,cpd_cvar_sms_reminder,cost_sms_reminder,measles_sms_reminder,robust_feas_sms_reminder,cpd_mean_chw_outreach,cpd_cvar_chw_outreach,cost_chw_outreach,measles_chw_outreach,robust_feas_chw_outreach,cpd_mean_sia_campaign,cpd_cvar_sia_campaign,cost_sia_campaign,measles_sia_campaign,robust_feas_sia_campaign,cpd_mean_mr_six_month,cpd_cvar_mr_six_month,cost_mr_six_month,measles_mr_six_month,robust_feas_mr_six_month
0.9542118888446722,0.6827521376158253,0.31655642995740485,0.30582201264132836,0.54,0.07173700041961993,0.08048766297339553,0.22364640312855988,1.0104705696760818,0.9707107030201088,0.23936227248098635,0.22364640312855988,0.24816739578980776,0.1395322930149921,0.09295647492030962,0.08048766297339553,0.03042170769139337,0.07173700041961993,0.11305106206192161,3,3,3,1057.1205588661385,3067.638570322358,30181.651325870167,120.09508809803904,1,6076.724148536052,20558.810951673957,220275.82063191163,160.81542166133823,1,1614.672578271065,2472.239896535751,83065.38927201576,167.09070078829123,1,299.09749879882077,325.9584308440411,50458.43114022268,554.3324689306846,1
0.8459141526591044,0.8459141526591044,0.7807069768234722,0.3065158761585703,0.48849251893683726,0.12842294711045052,0.08280791143711712,0.27510731403073346,1.009177175702479,1.0146618323209666,0.24021823070336012,0.27510731403073346,0.13574050408647143,0.09076435141955135,0.11999627393066066,0.08280791143711712,0.11248338992961575,0.12842294711045052,0.054677308055399984,3,0,0,459.3876242754694,689.1108575514088,30475.42173127325,208.63952552408955,1,2330.9722001297832,3363.3672844360044,220719.7269952106,310.8857841092335,1,12489.44366901216,16003.536114981165,79941.87557913444,10.73270670102648,0,310.5841034372912,339.34474978190883,50086.018166397,524.0235722912784,0
0.938077220416492,0.9061247434610658,0.271935210261141,0.30238540756721577,0.4890223404281739,0.07054270754004091,0.11984831249141091,0.21856503454132453,1.0167904250793047,0.9866920446319625,0.17705974877698527,0.21856503454132453,0.2098901874338445,0.11882704957581804,0.11329535038240711,0.11984831249141091,0.06613475912516147,0.07054270754004091,0.08289659890999258,3,3,3,737.0470356786536,1391.0623872559222,30248.52566287223,149.6785036234742,1,4473.56985485864,9284.205998294454,220334.32439442063,189.0098500449078,1,1260.0550196515533,1785.6621112790253,83841.99528106376,215.15539651621296,1,348.3156979695237,384.65785115543264,50311.269268501885,470.16503032595955,1
0.8200094070221375,0.8200094070221375,0.5704995498847623,0.30922438188934265,0.5010882389801877,0.048509399751169725,0.1740356757236412,0.26171411401310696,1.0042340031404011,0.9788701313590292,0.25736264308045287,0.26171411401310696,0.23218747999144781,0.06319663984548682,0.11893419861681614,0.1740356757236412,0.017608919797006375,0.048509399751169725,0.0838135722613249,3,0,0,331.55006421507295,441.32644833337815,30602.55240770157,302.37874060033477,1,1578.91225465661,2011.684962458317,220921.26801499017,450.87761875976906,1,6428.173685218433,16045.300019486778,80384.4834561618,53.2173383837145,0,290.1333230213661,316.7291508340072,49983.46403542764,560.9889492086091,0
0.8815003485996904,0.8815003485996904,0.19884829435501855,0.31114664246886775,0.5215939617468568,0.06251061263152952,0.11046618308372685,0.26011040198085505,1.0006555658421679,0.9911472709857096,0.15503570809682074,0.26011040198085505,0.20121380636246194,0.113898713339013,0.15137676934779842,0.11046618308372685,0.02214258500837995,0.06251061263152952,0.07828092824623535,0,3,3,353.6279129281585,487.4556981621375,30471.62307593965,292.7193917312141,1,1715.74574103789,2312.5005163520455,220712.15973708488,431.5555765474025,1,694.2673907595048,886.391307081021,85308.74457706323,407.4965627029697,1,309.3512028045676,336.0218759160445,50144.48023107299,530.0867039429361,1
0.98,0.7889714422342607,0.5190345490726742,0.32303507020725025,0.46334379288751104,0.06354120281110816,0.10234891026095543,0.3218264116896191,0.9788201275304298,1.0139861461242303,0.2305991965307166,0.3218264116896191,0.14185689476809069,0.17368779573441878,0.09719556748306118,0.10234891026095543,0.0722679482990879,0.06354120281110816,0.027275268953658557,3,3,3,2900.0123049275794,6022.06334715965,30078.993977146984,52.73199934795616,1,24532.29309248194,44025.061436737684,220073.73396859222,37.834882020511095,1,8065.462938679117,16099.742894325935,80538.4669730087,36.87018096757625,1,351.97242046115525,394.1705636821008,50474.891441009466,475.6520789913912,1
0.98,0.6313364117321508,0.4118878758269547,0.3233675160065544,0.5178651662796602,0.042983263063649295,0.06330267806896514,0.3125584474678983,0.9782393466958392,1.0128006886071539,0.3539631151261836,0.3125584474678983,0.24206482329631263,0.11539947728560469,0.0845820764221613,0.06330267806896514,0.057220112905948875,0.042983263063649295,0.08188912148945993,3,3,3,1886.8274903465824,6009.971985030765,30119.159582490654,83.25123044876037,1,13425.3786214579,44023.55888817235,220172.73874693908,96.74092107476694,1,3675.618355747799,10428.544191343557,81539.21665815076,91.87035614558222,1,304.5148378090457,332.9915745661976,50570.87460446908,551.3641163475393,1
0.8251108431684407,0.8251108431684407,0.7694125262656885,0.3149795258556535,0.48689385269524665,0.05763234123260687,0.16386235356177925,0.28071351542923906,0.9936546330307877,0.9725065906661379,0.32232144594054457,0.28071351542923906,0.2012560557507265,0.13275917899109113,0.08698073440303984,0.16386235356177925,0.02299881557331883,0.05763234123260687,0.053797005058198386,3,0,0,410.0089251817595,607.6206576543907,30542.50487289534,241.51057034013996,1,2001.4480599865917,2730.6865570390264,220834.77179655863,366.5834743821274,1,12240.112384839622,16011.965097808341,79985.48993001645,13.86238941653015,0,301.1045644124735,329.23901330950105,50026.78441890026,545.1014241788455,0
0.9464298432953157,0.837746347012288,0.5294879770559957,0.30987181690482973,0.4794830262082435,0.08969030166268113,0.11553515863630329,0.2828609354884751,1.003023519680442,0.9943955070825456,0.3149648679648005,0.2828609354884751,0.19647366762733617,0.06619269705458375,0.11151277765409155,0.11553515863630329,0.047549076865167406,0.08969030166268113,0.09018538501136157,3,3,3,1500.904738778547,5116.8313191046345,30166.192417250317,93.16666224875912,1,10816.726924631752,40582.710422911085,220211.21031652793,104.38184475684355,1,7598.200394800624,16083.338031087002,80497.32811174676,38.80531944124501,1,348.19986150920136,387.1648521819046,50361.0718835827,471.9572135230702,1
0.832793888198022,0.7836644374244793,0.07514775717793401,0.31055893263463674,0.510586305260795,0.023476250838656176,0.18478381088492296,0.28621035035084713,1.0017652344346721,1.0172426984570948,0.20297672311319592,0.28621035035084713,0.16379750066372747,0.08517010028484977,0.11171075133173895,0.18478381088492296,0.05967421104242112,0.023476250838656176,0.08517702460283633,2,2,2,226.03986579250187,288.5154845414192,30601.348241107502,429.7286348279911,0,1003.9591758895722,1257.856325186315,220995.79013696517,700.3524788873187,0,337.49543993277626,368.22287918394,87880.6597509993,812.2638428807236,0,260.7880755142973,280.99648945302897,49985.80030952757,613.9017655842483,0
